User_ID,Age,Gender,Platform,Daily_Usage_Time (minutes),Posts_Per_Day,Likes_Received_Per_Day,Comments_Received_Per_Day,Messages_Sent_Per_Day,Dominant_Emotion,Engagement_Score,Age_Group
1,25.0,15.0,1.0,0.790020148524769,-0.08412926802573313,0.32285101565673935,-0.6051395649214473,-1.3122890757575196,3.0,0.45082075732700305,1.0
2,30.0,16.0,5.0,-0.06736835977277336,1.0732490906711372,-0.7369578474378885,1.288543497316487,1.1260450264164374,0.0,-0.2433513681769294,1.0
3,22.0,17.0,0.0,-0.9247568680703158,-0.6628184473741683,-0.9489196200568141,-1.236367252334092,-0.2285850303468721,4.0,-0.9515471729839714,0.0
5,33.0,16.0,2.0,-1.3534511222190868,-1.2415076267226035,-1.372843165294665,-1.6151038647816789,-1.5832150871101816,2.0,-1.4190031497542963,1.0
6,21.0,16.0,1.0,1.6474086568223114,0.494559911322702,0.9587363335135161,0.026088122491197543,0.44872999803478264,3.0,1.2501704776042586,0.0
7,27.0,15.0,5.0,-0.21026644448903042,-0.08412926802573313,-0.31303430220003736,-0.6051395649214473,-0.49951104169953403,0.0,-0.2924342457378137,1.0
8,24.0,17.0,0.0,0.5042239790922549,1.6519382700195724,-0.5249960748189629,-0.3526484899563893,0.04234098100578978,5.0,0.004400299511342633,0.0
9,29.0,15.0,2.0,-1.0676549527865729,-0.6628184473741683,-1.1608813926757395,-1.4888583272991498,-1.8541410984628435,4.0,-1.185275161369134,1.0
10,31.0,16.0,1.0,2.2190009956873396,1.0732490906711372,1.8065834239892182,0.6573158099038423,1.8033600547980921,3.0,1.9887509209013716,1.0
11,23.0,15.0,5.0,-0.49606261392154455,0.494559911322702,-0.10107252958111178,-0.9838761773690341,-0.2285850303468721,1.0,-0.3485289629502525,0.0
12,26.0,17.0,0.0,0.0755297249434837,-0.08412926802573313,-0.7369578474378885,-0.6051395649214473,-0.49951104169953403,5.0,-0.3391798434148462,1.0
13,34.0,16.0,2.0,-0.7818587833540587,-1.2415076267226035,-1.0760966836281693,-1.362612789816621,-0.9059000587285269,2.0,-0.9702454120547843,1.0
14,22.0,15.0,1.0,2.5047971651198537,2.2306274493680074,2.2305069692270694,1.288543497316487,2.480675083179747,3.0,2.3790766615045924,0.0
15,28.0,16.0,5.0,0.21842780965974076,1.6519382700195724,0.11088924303781379,1.0360524223514291,0.8551190150637755,0.0,0.24981468731576317,1.0
16,21.0,17.0,0.0,-1.496349206935344,-1.2415076267226035,-1.372843165294665,-1.6151038647816789,-1.5832150871101816,4.0,-1.489121546269845,0.0
17,35.0,15.0,1.0,0.9329182332410261,0.494559911322702,0.7467745608945905,0.4048247349387844,1.1260450264164374,1.0,0.850495617465631,2.0
18,27.0,16.0,5.0,-0.06736835977277336,-0.08412926802573313,-0.185857238628682,0.026088122491197543,0.44872999803478264,5.0,-0.09844001537812863,1.0
19,23.0,17.0,2.0,-1.21055303750283,-1.2415076267226035,-1.24566610172331,-1.4888583272991498,-1.3122890757575196,4.0,-1.2764290768393474,0.0
20,32.0,15.0,1.0,1.3616124873897972,1.0732490906711372,1.3826598787513673,0.9098068848689003,1.5324340434454302,3.0,1.3857327108676523,1.0
21,26.0,16.0,0.0,-0.49606261392154455,-0.6628184473741683,-0.5249960748189629,-0.6051395649214473,-0.49951104169953403,1.0,-0.5284995140068276,1.0
22,24.0,15.0,5.0,0.3613258943759978,0.494559911322702,-0.3978190112476076,-0.1001574149913314,-0.2285850303468721,0.0,-0.009623379791766978,0.0
23,29.0,16.0,2.0,-0.9247568680703158,-0.6628184473741683,-1.1184890381519546,-1.236367252334092,-0.6349740473758649,2.0,-1.0403638085703333,1.0
25,22.0,15.0,5.0,-0.6389606986378016,-0.08412926802573313,-0.7369578474378885,-0.3526484899563893,-0.9059000587285269,5.0,-0.6897718259925895,0.0
26,31.0,16.0,0.0,-0.35316452920528746,-0.6628184473741683,-0.8217425564854587,-0.8576306398865051,-0.09312202467054118,4.0,-0.5892687909869697,1.0
27,27.0,17.0,2.0,-1.0676549527865729,-1.2415076267226035,-1.2032737471995247,-1.6151038647816789,-1.4477520814338507,1.0,-1.1992988406722433,1.0
28,25.0,15.0,1.0,1.9332048262548254,1.6519382700195724,2.018545196608144,0.5310702724213133,1.3969710377690994,3.0,1.9233070841535258,1.0
29,30.0,16.0,5.0,-0.06736835977277336,0.494559911322702,0.02610453399024356,0.2785791974562554,0.3132669923584517,0.0,0.0067375793951941244,1.0
30,26.0,17.0,0.0,-1.3534511222190868,-1.2415076267226035,-1.3304508107708801,-1.4888583272991498,-1.5832150871101816,5.0,-1.3932930710319285,1.0
31,34.0,15.0,2.0,-0.7818587833540587,-0.6628184473741683,-1.0337043291043844,-1.362612789816621,-1.0413630644048577,2.0,-0.9538844528678231,1.0
32,28.0,16.0,1.0,1.5045105721060543,1.0732490906711372,1.5946216513702927,0.6573158099038423,1.8033600547980921,3.0,1.544667742969563,1.0
33,23.0,17.0,5.0,-0.6389606986378016,-0.08412926802573313,-0.4402113657713927,-0.4788940274389183,-0.49951104169953403,4.0,-0.5518723128453439,0.0
34,21.0,15.0,1.0,1.075816317957283,1.6519382700195724,2.1457222601794994,0.026088122491197543,1.1260450264164374,5.0,1.5212949441310468,0.0
35,29.0,16.0,0.0,-0.7818587833540587,-0.6628184473741683,-0.6521731383903182,-0.8576306398865051,-0.2285850303468721,1.0,-0.7295055840180671,1.0
36,24.0,17.0,2.0,-1.0676549527865729,-1.2415076267226035,-1.1608813926757395,-1.236367252334092,-1.4477520814338507,2.0,-1.159565082646766,0.0
37,33.0,15.0,1.0,2.2190009956873396,2.2306274493680074,2.2305069692270694,1.288543497316487,2.480675083179747,3.0,2.2388398684734954,1.0
38,27.0,16.0,5.0,-0.21026644448903042,0.494559911322702,-0.10107252958111178,0.026088122491197543,-0.2285850303468721,0.0,-0.15219745270671592,1.0
39,22.0,15.0,1.0,0.6471220638085119,-0.08412926802573313,0.7467745608945905,-0.3526484899563893,0.44872999803478264,4.0,0.642477707802836,0.0
40,28.0,17.0,0.0,0.21842780965974076,-0.6628184473741683,-0.8217425564854587,-0.6051395649214473,0.04234098100578978,1.0,-0.29009696585396155,1.0
41,31.0,16.0,2.0,-1.3534511222190868,-1.2415076267226035,-1.3304508107708801,-1.6151038647816789,-1.7186780927865126,5.0,-1.4049794704511867,1.0
42,25.0,15.0,1.0,1.6474086568223114,1.6519382700195724,1.8065834239892182,0.4048247349387844,1.1260450264164374,3.0,1.6732181365814023,1.0
43,29.0,16.0,5.0,0.0755297249434837,0.494559911322702,0.11088924303781379,0.6573158099038423,0.04234098100578978,0.0,0.12593885347162748,1.0
44,23.0,17.0,0.0,0.3613258943759978,-0.6628184473741683,-0.7369578474378885,-0.8576306398865051,-0.49951104169953403,4.0,-0.21530400957070983,0.0
45,35.0,15.0,2.0,-0.9247568680703158,-1.2415076267226035,-1.0760966836281693,-1.236367252334092,-1.0413630644048577,2.0,-1.0380265286864816,2.0
46,30.0,16.0,1.0,2.361899080403597,2.2306274493680074,2.018545196608144,1.0360524223514291,2.209749071827085,3.0,2.1920942707964626,1.0
47,21.0,15.0,5.0,-0.06736835977277336,-0.08412926802573313,-0.185857238628682,-0.3526484899563893,-0.2285850303468721,5.0,-0.14284833317130963,0.0
48,26.0,17.0,0.0,-0.49606261392154455,-0.6628184473741683,-0.3978190112476076,-0.4788940274389183,-0.49951104169953403,1.0,-0.4653929571428337,1.0
49,32.0,16.0,1.0,1.075816317957283,1.0732490906711372,1.3826598787513673,0.5310702724213133,1.2615080320927683,4.0,1.2151112793464836,1.0
50,28.0,15.0,2.0,-1.0676549527865729,-1.2415076267226035,-1.24566610172331,-1.362612789816621,-1.5832150871101816,2.0,-1.20864796020765,1.0
51,27.0,16.0,1.0,2.0761029109710827,1.6519382700195724,1.721798714941648,0.9098068848689003,0.7196560093874446,3.0,1.8602005272895323,1.0
52,24.0,15.0,5.0,-0.49606261392154455,-0.08412926802573313,-0.35542665672382245,0.026088122491197543,-0.36404803602320307,0.0,-0.4116355198142464,0.0
53,29.0,17.0,0.0,-0.21026644448903042,-0.6628184473741683,-0.5249960748189629,-0.9838761773690341,-0.2285850303468721,4.0,-0.39994912039498826,1.0
54,33.0,15.0,1.0,1.5045105721060543,0.494559911322702,0.9587363335135161,0.4048247349387844,1.8033600547980921,5.0,1.2478331977204071,1.0
55,31.0,16.0,2.0,-0.9247568680703158,-1.2415076267226035,-1.1608813926757395,-1.4888583272991498,-0.6349740473758649,1.0,-1.0754230068281077,1.0
